trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
358,False,"{'a': 0.001, 'e': 0.699772497734611}",20,0,-113.80752159750774,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
359,False,"{'a': 0.001, 'e': 0.6990730750065257}",25,0,-182.46438719985778,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 4}",0
360,False,"{'a': 0.001, 'e': 0.6983743513515736}",20,5,-31.67997208486497,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
361,False,"{'a': 0.001, 'e': 0.697676326071031}",20,0,-162.14093644540444,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
362,False,"{'a': 0.001, 'e': 0.6969789984668727}",30,0,-138.08285385467454,"{0: 16, 1: 6, 2: 6, 3: 1, 4: 1}",0
363,False,"{'a': 0.001, 'e': 0.696282367841771}",20,0,-166.98354119492086,"{0: 6, 1: 7, 2: 4, 3: 1, 4: 2}",0
364,False,"{'a': 0.001, 'e': 0.6955864334990951}",30,10,-68.07872735938358,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
365,False,"{'a': 0.001, 'e': 0.6948911947429106}",20,0,-42.56254484467005,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
366,False,"{'a': 0.001, 'e': 0.6941966508779789}",30,0,-100.84865380256109,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
367,False,"{'a': 0.001, 'e': 0.6935028012097558}",20,0,-123.86901338987239,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
368,False,"{'a': 0.001, 'e': 0.6928096450443917}",30,0,-195.4696772021237,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
369,False,"{'a': 0.001, 'e': 0.6921171816887304}",20,0,-143.15948481839425,"{0: 7, 1: 2, 2: 10, 3: 0, 4: 1}",0
370,False,"{'a': 0.001, 'e': 0.6914254104503085}",25,0,-67.05259165325208,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
371,False,"{'a': 0.001, 'e': 0.6907343306373547}",20,0,-86.87413559039442,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
372,False,"{'a': 0.001, 'e': 0.690043941558789}",35,0,-166.00801378634694,"{0: 21, 1: 4, 2: 7, 3: 1, 4: 2}",0
373,False,"{'a': 0.001, 'e': 0.6893542425242224}",25,0,-146.36428861817754,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
374,False,"{'a': 0.001, 'e': 0.6886652328439558}",20,0,-51.118595690157754,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
375,False,"{'a': 0.001, 'e': 0.6879769118289795}",25,0,-112.55626480291313,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
376,False,"{'a': 0.001, 'e': 0.6872892787909722}",25,0,-94.85918400047319,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
377,False,"{'a': 0.001, 'e': 0.686602333042301}",25,0,-77.89979729372229,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
378,False,"{'a': 0.001, 'e': 0.6859160738960202}",20,0,-166.49916805150758,"{0: 6, 1: 5, 2: 7, 3: 0, 4: 2}",0
379,False,"{'a': 0.001, 'e': 0.6852305006658703}",25,0,-127.95739253546078,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
380,False,"{'a': 0.001, 'e': 0.6845456126662782}",20,11,-22.474982670737752,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
381,False,"{'a': 0.001, 'e': 0.6838614092123558}",30,0,-160.1186403372324,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
382,False,"{'a': 0.001, 'e': 0.6831778896198997}",20,0,-151.884195031,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
383,False,"{'a': 0.001, 'e': 0.6824950532053901}",20,0,-62.023551839271306,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
384,False,"{'a': 0.001, 'e': 0.6818128992859905}",20,0,-126.74233132739408,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
385,False,"{'a': 0.001, 'e': 0.6811314271795471}",30,0,-106.89445303888947,"{0: 18, 1: 4, 2: 5, 3: 3, 4: 0}",0
386,False,"{'a': 0.001, 'e': 0.6804506362045877}",20,0,-109.4158150900647,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
387,False,"{'a': 0.001, 'e': 0.679770525680321}",30,0,-108.6368327449413,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
388,False,"{'a': 0.001, 'e': 0.6790910949266368}",25,7,-10.637608283649866,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
389,False,"{'a': 0.001, 'e': 0.678412343264104}",30,0,-180.65777463696344,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
390,False,"{'a': 0.001, 'e': 0.6777342700139711}",30,0,-161.34787584800492,"{0: 18, 1: 4, 2: 4, 3: 2, 4: 2}",0
391,False,"{'a': 0.001, 'e': 0.6770568744981647}",20,1,-44.768393040120095,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
392,False,"{'a': 0.001, 'e': 0.6763801560392891}",25,0,-62.35964218435285,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
393,False,"{'a': 0.001, 'e': 0.675704113960626}",25,0,-131.45702223721753,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
394,False,"{'a': 0.001, 'e': 0.6750287475861332}",20,0,-102.99252846156557,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
395,False,"{'a': 0.001, 'e': 0.6743540562404442}",25,0,-167.0187479707338,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
396,False,"{'a': 0.001, 'e': 0.6736800392488677}",30,0,-141.53904565663038,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
397,False,"{'a': 0.001, 'e': 0.6730066959373864}",20,9,-53.01217975692525,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 0}",1
398,False,"{'a': 0.001, 'e': 0.6723340256326572}",20,0,-165.50794921441005,"{0: 11, 1: 4, 2: 0, 3: 2, 4: 3}",0
399,False,"{'a': 0.001, 'e': 0.6716620276620098}",30,0,-154.83620957898998,"{0: 18, 1: 5, 2: 3, 3: 2, 4: 2}",0
400,False,"{'a': 0.001, 'e': 0.6709907013534459}",25,0,-142.92816168522384,"{0: 16, 1: 5, 2: 1, 3: 0, 4: 3}",0
401,False,"{'a': 0.001, 'e': 0.6703200460356393}",20,2,-40.7977738494839,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
402,False,"{'a': 0.001, 'e': 0.6696500610379346}",35,14,-104.06725492216917,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 1}",1
403,False,"{'a': 0.001, 'e': 0.6689807456903467}",30,0,-78.31964761360697,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
404,False,"{'a': 0.001, 'e': 0.6683120993235603}",20,0,-148.02489399569825,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
405,False,"{'a': 0.001, 'e': 0.6676441212689289}",20,0,-30.142557086399655,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
406,False,"{'a': 0.001, 'e': 0.6669768108584744}",30,0,-115.63708673484211,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
407,False,"{'a': 0.001, 'e': 0.6663101674248864}",20,0,-39.62069312497922,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
408,False,"{'a': 0.001, 'e': 0.6656441903015212}",20,0,5.130576193414715,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.001, 'e': 0.6649788788224019}",30,0,-63.81042622144165,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
410,False,"{'a': 0.001, 'e': 0.6643142323222168}",20,0,-41.91829885689581,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
411,False,"{'a': 0.001, 'e': 0.6636502501363194}",25,0,-117.94408608133413,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
412,False,"{'a': 0.001, 'e': 0.6629869316007274}",20,0,-87.50782662959423,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
413,False,"{'a': 0.001, 'e': 0.6623242760521222}",30,0,-191.17553568183334,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
414,False,"{'a': 0.001, 'e': 0.6616622828278483}",25,0,-174.78790804310216,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
415,False,"{'a': 0.001, 'e': 0.6610009512659124}",25,0,-228.60566224591753,"{0: 10, 1: 2, 2: 9, 3: 1, 4: 3}",0
416,False,"{'a': 0.001, 'e': 0.6603402807049829}",20,0,-109.06791787949581,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
417,False,"{'a': 0.001, 'e': 0.659680270484389}",20,0,-157.89616419733034,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
418,False,"{'a': 0.001, 'e': 0.6590209199441207}",20,0,-36.44655431738258,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
419,False,"{'a': 0.001, 'e': 0.6583622284248272}",25,0,-138.68779527857862,"{0: 14, 1: 0, 2: 8, 3: 2, 4: 1}",0
420,False,"{'a': 0.001, 'e': 0.657704195267817}",25,3,-110.70407522375909,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 3}",1
421,False,"{'a': 0.001, 'e': 0.6570468198150567}",30,15,-78.09895873565739,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 1}",1
422,False,"{'a': 0.001, 'e': 0.6563901014091712}",20,2,-47.690460623606754,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
423,False,"{'a': 0.001, 'e': 0.6557340393934418}",20,0,-103.6460181178558,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
424,False,"{'a': 0.001, 'e': 0.6550786331118063}",20,0,-95.36222961531402,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
425,False,"{'a': 0.001, 'e': 0.6544238819088586}",25,0,-111.65501563062372,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
426,False,"{'a': 0.001, 'e': 0.6537697851298473}",20,0,-10.314245798004489,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
427,False,"{'a': 0.001, 'e': 0.6531163421206756}",30,4,-116.33883983149619,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 1}",1
428,False,"{'a': 0.001, 'e': 0.6524635522279004}",20,0,-88.21927244803656,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
429,False,"{'a': 0.001, 'e': 0.651811414798732}",20,0,-37.90700044553267,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
430,False,"{'a': 0.001, 'e': 0.6511599291810325}",20,0,-71.89389621457084,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
431,False,"{'a': 0.001, 'e': 0.6505090947233165}",25,0,-84.60487847077337,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
432,False,"{'a': 0.001, 'e': 0.6498589107747496}",20,0,-72.83305008215214,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
433,False,"{'a': 0.001, 'e': 0.6492093766851474}",20,0,-19.572367210678717,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
434,False,"{'a': 0.001, 'e': 0.6485604918049761}",20,6,-87.48554434835431,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
435,False,"{'a': 0.001, 'e': 0.6479122554853506}",20,2,-42.593219621797154,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 1}",1
436,False,"{'a': 0.001, 'e': 0.6472646670780347}",20,0,-72.49478897145578,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
437,False,"{'a': 0.001, 'e': 0.6466177259354396}",20,0,-115.25558413341741,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
438,False,"{'a': 0.001, 'e': 0.6459714314106245}",20,0,-88.20763854411386,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
439,False,"{'a': 0.001, 'e': 0.6453257828572946}",20,3,-125.2479395856535,"{0: 7, 1: 1, 2: 7, 3: 1, 4: 1}",1
440,False,"{'a': 0.001, 'e': 0.6446807796298013}",25,0,-100.51456097255151,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
441,False,"{'a': 0.001, 'e': 0.6440364210831414}",20,0,-82.26315658472582,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
442,False,"{'a': 0.001, 'e': 0.6433927065729562}",25,0,-110.61174336271549,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
443,False,"{'a': 0.001, 'e': 0.6427496354555312}",20,7,-65.42481901440716,"{0: 6, 1: 1, 2: 5, 3: 1, 4: 0}",1
444,False,"{'a': 0.001, 'e': 0.6421072070877952}",20,0,-78.86525141275206,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
445,False,"{'a': 0.001, 'e': 0.6414654208273198}",25,0,-45.869606194887,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
446,False,"{'a': 0.001, 'e': 0.6408242760323187}",25,0,-64.95417716158481,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
447,False,"{'a': 0.001, 'e': 0.6401837720616471}",25,0,-72.28784689150497,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
448,False,"{'a': 0.001, 'e': 0.6395439082748009}",20,0,-21.340676340172713,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
449,False,"{'a': 0.001, 'e': 0.6389046840319162}",25,0,-193.59139623568095,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
450,False,"{'a': 0.001, 'e': 0.6382660986937688}",25,0,-179.96903038096994,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
451,False,"{'a': 0.001, 'e': 0.6376281516217733}",20,11,-42.35963507883789,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
452,False,"{'a': 0.001, 'e': 0.6369908421779825}",25,0,-181.8442074890309,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
453,False,"{'a': 0.001, 'e': 0.6363541697250871}",20,0,-158.35247900249226,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
454,False,"{'a': 0.001, 'e': 0.6357181336264143}",30,0,-95.66624892320455,"{0: 18, 1: 7, 2: 4, 3: 0, 4: 1}",0
455,False,"{'a': 0.001, 'e': 0.6350827332459281}",25,0,-89.45785694710648,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
456,False,"{'a': 0.001, 'e': 0.6344479679482282}",25,4,-16.826204806442842,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
457,False,"{'a': 0.001, 'e': 0.633813837098549}",20,0,-50.93380014539019,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
458,False,"{'a': 0.001, 'e': 0.6331803400627598}",20,10,-14.65943523149745,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
459,False,"{'a': 0.001, 'e': 0.6325474762073634}",20,5,-99.11484770661666,"{0: 7, 1: 2, 2: 4, 3: 1, 4: 1}",1
460,False,"{'a': 0.001, 'e': 0.6319152448994959}",30,0,-42.398692976088384,"{0: 21, 1: 5, 2: 4, 3: 0, 4: 0}",0
461,False,"{'a': 0.001, 'e': 0.631283645506926}",20,0,-120.54242037270632,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
462,False,"{'a': 0.001, 'e': 0.6306526773980542}",20,0,-31.016347015127415,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
463,False,"{'a': 0.001, 'e': 0.6300223399419123}",25,0,-98.6789669308782,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
464,False,"{'a': 0.001, 'e': 0.6293926325081629}",20,0,-136.40268674741475,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
465,False,"{'a': 0.001, 'e': 0.6287635544670984}",20,0,-55.92937589465992,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
466,False,"{'a': 0.001, 'e': 0.6281351051896408}",25,0,-108.75374480148727,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
467,False,"{'a': 0.001, 'e': 0.6275072840473407}",20,0,-81.23435857929206,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
468,False,"{'a': 0.001, 'e': 0.626880090412377}",20,0,-64.49207557565987,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
469,False,"{'a': 0.001, 'e': 0.6262535236575559}",20,0,-12.256291571357062,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
470,False,"{'a': 0.001, 'e': 0.6256275831563107}",20,0,-89.79162058294236,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
471,False,"{'a': 0.001, 'e': 0.6250022682827008}",20,0,-60.26955848481653,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
472,False,"{'a': 0.001, 'e': 0.6243775784114112}",30,0,-72.05449815626586,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
473,False,"{'a': 0.001, 'e': 0.623753512917752}",20,0,-50.70546251742997,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
474,False,"{'a': 0.001, 'e': 0.6231300711776578}",25,0,-140.56320043415167,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
475,False,"{'a': 0.001, 'e': 0.6225072525676867}",20,0,-140.48315848177657,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
476,False,"{'a': 0.001, 'e': 0.62188505646502}",20,0,-128.9719711649684,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
477,False,"{'a': 0.001, 'e': 0.6212634822474616}",20,0,-83.51263840735729,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
478,False,"{'a': 0.001, 'e': 0.6206425292934373}",25,0,-60.806037151511944,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
479,False,"{'a': 0.001, 'e': 0.6200221969819939}",20,0,-80.65964612811841,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
480,False,"{'a': 0.001, 'e': 0.6194024846927992}",25,0,-84.95863006855754,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
481,False,"{'a': 0.001, 'e': 0.6187833918061408}",20,0,-91.10312159538788,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
482,False,"{'a': 0.001, 'e': 0.6181649177029258}",20,0,-154.52533433982043,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
483,False,"{'a': 0.001, 'e': 0.61754706176468}",20,0,-123.10360669001588,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
484,False,"{'a': 0.001, 'e': 0.6169298233735474}",20,0,-61.55591105201642,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
485,False,"{'a': 0.001, 'e': 0.6163132019122897}",25,0,-58.34995071914057,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
486,False,"{'a': 0.001, 'e': 0.6156971967642851}",20,0,-105.06662327306186,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
487,False,"{'a': 0.001, 'e': 0.6150818073135287}",20,0,-28.24660624773054,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
488,False,"{'a': 0.001, 'e': 0.6144670329446308}",20,4,-52.6544815513743,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
489,False,"{'a': 0.001, 'e': 0.6138528730428171}",25,0,-138.11317080746596,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
490,False,"{'a': 0.001, 'e': 0.6132393269939275}",20,0,-88.38760200112591,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
491,False,"{'a': 0.001, 'e': 0.6126263941844161}",25,5,-24.601838305290777,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
492,False,"{'a': 0.001, 'e': 0.6120140740013499}",20,0,-95.78114753653337,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
493,False,"{'a': 0.001, 'e': 0.6114023658324087}",20,0,-171.1852359984075,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
494,False,"{'a': 0.001, 'e': 0.6107912690658842}",25,0,-80.62154711361279,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
495,False,"{'a': 0.001, 'e': 0.6101807830906798}",20,12,-7.148285686091493,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.001, 'e': 0.6095709072963093}",20,0,-91.254812446565,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
497,False,"{'a': 0.001, 'e': 0.6089616410728969}",20,0,-49.2665070239484,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
498,False,"{'a': 0.001, 'e': 0.6083529838111763}",30,0,-40.798250825717275,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
499,False,"{'a': 0.001, 'e': 0.6077449349024902}",30,0,-226.1875262586219,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 5}",0
500,False,"{'a': 0.001, 'e': 0.6071374937387897}",25,0,-77.34648798657837,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
501,False,"{'a': 0.001, 'e': 0.6065306597126334}",35,0,-146.8818661455496,"{0: 23, 1: 4, 2: 5, 3: 1, 4: 2}",0
502,False,"{'a': 0.001, 'e': 0.6059244322171875}",20,0,-77.14165938160667,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
503,False,"{'a': 0.001, 'e': 0.6053188106462243}",30,0,-191.33551439200792,"{0: 22, 1: 0, 2: 2, 3: 2, 4: 4}",0
504,False,"{'a': 0.001, 'e': 0.6047137943941221}",20,0,-87.3417939752022,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
505,False,"{'a': 0.001, 'e': 0.6041093828558647}",25,0,-101.13807528180023,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
506,False,"{'a': 0.001, 'e': 0.6035055754270405}",25,0,-70.06650022232266,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
507,False,"{'a': 0.001, 'e': 0.6029023715038421}",25,0,-146.481966034569,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
508,False,"{'a': 0.001, 'e': 0.6022997704830654}",25,0,-155.96781011231568,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
509,False,"{'a': 0.001, 'e': 0.6016977717621094}",20,3,16.189979849214634,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.001, 'e': 0.6010963747389753}",25,0,-19.645484358791315,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
511,False,"{'a': 0.001, 'e': 0.6004955788122659}",25,0,-96.78376605553852,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
512,False,"{'a': 0.001, 'e': 0.5998953833811855}",30,0,-159.1542488143739,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
513,False,"{'a': 0.001, 'e': 0.5992957878455384}",25,0,-134.56103673538502,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
514,False,"{'a': 0.001, 'e': 0.5986967916057292}",30,0,-183.5651213339693,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
515,False,"{'a': 0.001, 'e': 0.5980983940627613}",20,5,-30.815755089462073,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
516,False,"{'a': 0.001, 'e': 0.5975005946182375}",20,0,-78.36332948489198,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
517,False,"{'a': 0.001, 'e': 0.596903392674358}",25,0,-192.1574007286596,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
518,False,"{'a': 0.001, 'e': 0.596306787633921}",25,0,-92.53420369681965,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
519,False,"{'a': 0.001, 'e': 0.5957107789003212}",20,0,-3.665880890923794,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
520,False,"{'a': 0.001, 'e': 0.5951153658775501}",25,0,-111.52472994376896,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
521,False,"{'a': 0.001, 'e': 0.5945205479701944}",30,0,-17.829388103800838,"{0: 22, 1: 6, 2: 2, 3: 0, 4: 0}",0
522,False,"{'a': 0.001, 'e': 0.5939263245834361}",30,0,-56.190723468165196,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
523,False,"{'a': 0.001, 'e': 0.593332695123052}",25,0,-118.50941646898126,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
524,False,"{'a': 0.001, 'e': 0.5927396589954125}",20,0,-128.4564061763103,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
525,False,"{'a': 0.001, 'e': 0.5921472156074813}",20,0,-49.42832214663064,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
526,False,"{'a': 0.001, 'e': 0.5915553643668151}",20,0,-90.6316472072867,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
527,False,"{'a': 0.001, 'e': 0.5909641046815626}",20,3,-27.36531133377045,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
528,False,"{'a': 0.001, 'e': 0.5903734359604639}",25,0,-167.16449809560848,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
529,False,"{'a': 0.001, 'e': 0.5897833576128504}",30,0,-123.61352149685315,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
530,False,"{'a': 0.001, 'e': 0.5891938690486437}",20,0,3.8988230585778165,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
531,False,"{'a': 0.001, 'e': 0.5886049696783552}",20,0,-41.29741573069303,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
532,False,"{'a': 0.001, 'e': 0.5880166589130854}",25,0,-69.78370170552948,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
533,False,"{'a': 0.001, 'e': 0.5874289361645234}",25,0,-71.1582546927048,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 2}",0
534,False,"{'a': 0.001, 'e': 0.5868418008449466}",20,0,-34.38054303899307,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
535,False,"{'a': 0.001, 'e': 0.5862552523672196}",20,0,-53.03849851746676,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
536,False,"{'a': 0.001, 'e': 0.5856692901447937}",25,0,-13.945730323333677,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
537,False,"{'a': 0.001, 'e': 0.5850839135917069}",25,0,-78.58129206115181,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
538,False,"{'a': 0.001, 'e': 0.5844991221225824}",30,0,-112.08874838918976,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
539,False,"{'a': 0.001, 'e': 0.5839149151526287}",25,0,-53.78380447136573,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
540,False,"{'a': 0.001, 'e': 0.5833312920976388}",20,0,8.229619505833435,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
541,False,"{'a': 0.001, 'e': 0.5827482523739896}",20,0,-66.03414159023745,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
