trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.001, 'e': 0.8411376148446232}",25,0,-153.82171720080862,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
175,False,"{'a': 0.001, 'e': 0.8402968976584314}",25,0,-104.28889671421429,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
176,False,"{'a': 0.001, 'e': 0.8394570207692074}",25,0,-112.22264237237961,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
177,False,"{'a': 0.001, 'e': 0.838617983337074}",25,0,-144.66101820572348,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
178,False,"{'a': 0.001, 'e': 0.8377797845229938}",30,0,-183.92783734095283,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
179,False,"{'a': 0.001, 'e': 0.8369424234887681}",25,0,-174.4903184708566,"{0: 7, 1: 7, 2: 9, 3: 1, 4: 1}",0
180,False,"{'a': 0.001, 'e': 0.8361058993970355}",25,0,-130.39361555114866,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
181,False,"{'a': 0.001, 'e': 0.835270211411272}",20,6,-28.91448107620853,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.001, 'e': 0.8344353586957896}",20,0,-161.7341419026509,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
183,False,"{'a': 0.001, 'e': 0.8336013404157353}",20,0,-89.65184454723149,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
184,False,"{'a': 0.001, 'e': 0.832768155737091}",30,0,-127.70156116428056,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
185,False,"{'a': 0.001, 'e': 0.8319358038266718}",30,0,-199.76570148587788,"{0: 14, 1: 5, 2: 7, 3: 2, 4: 2}",0
186,False,"{'a': 0.001, 'e': 0.8311042838521256}",20,0,-135.5906721890047,"{0: 7, 1: 3, 2: 9, 3: 0, 4: 1}",0
187,False,"{'a': 0.001, 'e': 0.8302735949819326}",30,0,-206.5267111015576,"{0: 19, 1: 1, 2: 4, 3: 3, 4: 3}",0
188,False,"{'a': 0.001, 'e': 0.8294437363854039}",20,0,-217.4646020066275,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 4}",0
189,False,"{'a': 0.001, 'e': 0.8286147072326806}",25,0,-211.65748588306025,"{0: 10, 1: 4, 2: 8, 3: 0, 4: 3}",0
190,False,"{'a': 0.001, 'e': 0.8277865066947336}",20,0,-94.71376029958397,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
191,False,"{'a': 0.001, 'e': 0.8269591339433623}",20,0,-103.96979042385645,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
192,False,"{'a': 0.001, 'e': 0.8261325881511938}",25,0,-189.96994510221265,"{0: 14, 1: 5, 2: 2, 3: 0, 4: 4}",0
193,False,"{'a': 0.001, 'e': 0.8253068684916823}",30,0,-171.2737107461995,"{0: 14, 1: 5, 2: 8, 3: 2, 4: 1}",0
194,False,"{'a': 0.001, 'e': 0.8244819741391082}",30,13,-45.553148822623086,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
195,False,"{'a': 0.001, 'e': 0.8236579042685769}",20,0,-140.2191101722249,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
196,False,"{'a': 0.001, 'e': 0.8228346580560184}",20,0,-114.15341718403903,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
197,False,"{'a': 0.001, 'e': 0.8220122346781865}",25,0,-103.7874320298663,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
198,False,"{'a': 0.001, 'e': 0.821190633312658}",20,0,-95.47298158210421,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
199,False,"{'a': 0.001, 'e': 0.8203698531378311}",20,0,-129.89716342022436,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
200,False,"{'a': 0.001, 'e': 0.8195498933329256}",20,0,-141.06242032808098,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
201,False,"{'a': 0.001, 'e': 0.8187307530779818}",25,0,-68.82919638272101,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
202,False,"{'a': 0.001, 'e': 0.8179124315538594}",20,0,-61.0858287798398,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
203,False,"{'a': 0.001, 'e': 0.8170949279422366}",20,0,-149.55231692875307,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
204,False,"{'a': 0.001, 'e': 0.8162782414256099}",35,0,-175.6798038892373,"{0: 23, 1: 5, 2: 3, 3: 1, 4: 3}",0
205,False,"{'a': 0.001, 'e': 0.8154623711872927}",20,0,-144.24416104962515,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
206,False,"{'a': 0.001, 'e': 0.8146473164114145}",20,0,-118.7702428344265,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
207,False,"{'a': 0.001, 'e': 0.8138330762829207}",25,0,-83.44476274943972,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
208,False,"{'a': 0.001, 'e': 0.813019649987571}",20,0,-73.25208688449372,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
209,False,"{'a': 0.001, 'e': 0.812207036711939}",25,0,-203.43344912977165,"{0: 10, 1: 4, 2: 8, 3: 0, 4: 3}",0
210,False,"{'a': 0.001, 'e': 0.8113952356434114}",20,12,-43.49048616466092,"{0: 4, 1: 0, 2: 3, 3: 1, 4: 0}",1
211,False,"{'a': 0.001, 'e': 0.8105842459701871}",30,0,-156.81881488114993,"{0: 13, 1: 4, 2: 11, 3: 2, 4: 0}",0
212,False,"{'a': 0.001, 'e': 0.8097740668812763}",25,0,-111.53993658068225,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
213,False,"{'a': 0.001, 'e': 0.8089646975664998}",30,0,-198.99244560424538,"{0: 15, 1: 6, 2: 5, 3: 1, 4: 3}",0
214,False,"{'a': 0.001, 'e': 0.8081561372164884}",20,0,-120.23367814622563,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
215,False,"{'a': 0.001, 'e': 0.8073483850226815}",20,0,-162.48313961559106,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
216,False,"{'a': 0.001, 'e': 0.8065414401773269}",20,0,-139.90409321973786,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
217,False,"{'a': 0.001, 'e': 0.8057353018734796}",25,0,-197.24867714548654,"{0: 12, 1: 0, 2: 9, 3: 2, 4: 2}",0
218,False,"{'a': 0.001, 'e': 0.8049299693050015}",20,0,-68.41522191973243,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
219,False,"{'a': 0.001, 'e': 0.8041254416665596}",25,0,-183.63223366821526,"{0: 11, 1: 5, 2: 5, 3: 2, 4: 2}",0
220,False,"{'a': 0.001, 'e': 0.8033217181536265}",20,0,-127.80811372882808,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
221,False,"{'a': 0.001, 'e': 0.8025187979624785}",20,0,-119.76175099292192,"{0: 8, 1: 1, 2: 10, 3: 1, 4: 0}",0
222,False,"{'a': 0.001, 'e': 0.8017166802901953}",35,0,-227.34337356688104,"{0: 19, 1: 4, 2: 7, 3: 2, 4: 3}",0
223,False,"{'a': 0.001, 'e': 0.8009153643346592}",20,0,-110.42786094609613,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
224,False,"{'a': 0.001, 'e': 0.8001148492945541}",25,0,-30.48273779703139,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
225,False,"{'a': 0.001, 'e': 0.7993151343693651}",25,0,-220.3088168074434,"{0: 8, 1: 4, 2: 9, 3: 2, 4: 2}",0
226,False,"{'a': 0.001, 'e': 0.7985162187593771}",20,0,-164.33674205312266,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
227,False,"{'a': 0.001, 'e': 0.7977181016656743}",25,6,-89.295770305453,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 1}",1
228,False,"{'a': 0.001, 'e': 0.7969207822901396}",25,0,-143.2005472457203,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
229,False,"{'a': 0.001, 'e': 0.7961242598354538}",25,0,-99.41230756276414,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
230,False,"{'a': 0.001, 'e': 0.7953285335050939}",20,0,-85.65073615671805,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
231,False,"{'a': 0.001, 'e': 0.794533602503334}",25,0,-64.95406452596166,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
232,False,"{'a': 0.001, 'e': 0.7937394660352427}",20,0,-148.72343555362878,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
233,False,"{'a': 0.001, 'e': 0.7929461233066837}",20,0,-190.65664846283377,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 5}",0
234,False,"{'a': 0.001, 'e': 0.792153573524314}",20,0,-152.16342218275358,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",0
235,False,"{'a': 0.001, 'e': 0.7913618158955839}",20,0,-98.9015635624462,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
236,False,"{'a': 0.001, 'e': 0.7905708496287356}",20,0,-167.33155174866098,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
237,False,"{'a': 0.001, 'e': 0.7897806739328027}",20,0,-60.55395042692708,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
238,False,"{'a': 0.001, 'e': 0.7889912880176096}",25,0,-108.73535705913048,"{0: 11, 1: 4, 2: 10, 3: 0, 4: 0}",0
239,False,"{'a': 0.001, 'e': 0.7882026910937704}",25,0,-89.39855169354279,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
240,False,"{'a': 0.001, 'e': 0.7874148823726879}",20,0,-70.74863207913036,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
241,False,"{'a': 0.001, 'e': 0.7866278610665535}",20,0,-147.12527708085454,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
242,False,"{'a': 0.001, 'e': 0.7858416263883455}",20,0,-154.84266868122856,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
243,False,"{'a': 0.001, 'e': 0.7850561775518295}",20,0,-63.88839249500603,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
244,False,"{'a': 0.001, 'e': 0.7842715137715565}",20,0,-166.01052836268724,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
245,False,"{'a': 0.001, 'e': 0.7834876342628625}",20,0,-94.7648510961365,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
246,False,"{'a': 0.001, 'e': 0.7827045382418681}",20,0,-128.9001379914141,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
247,False,"{'a': 0.001, 'e': 0.7819222249254772}",25,0,-127.79926754690321,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
248,False,"{'a': 0.001, 'e': 0.7811406935313765}",20,0,-152.1207098911494,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
249,False,"{'a': 0.001, 'e': 0.7803599432780343}",20,0,-66.95439475644363,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
250,False,"{'a': 0.001, 'e': 0.7795799733847004}",20,0,-75.54139177794605,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
251,False,"{'a': 0.001, 'e': 0.7788007830714049}",25,0,-248.07621507603403,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 5}",0
252,False,"{'a': 0.001, 'e': 0.7780223715589573}",25,0,-176.5214429378693,"{0: 12, 1: 1, 2: 9, 3: 1, 4: 2}",0
253,False,"{'a': 0.001, 'e': 0.7772447380689461}",30,0,-151.71924877995812,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
254,False,"{'a': 0.001, 'e': 0.7764678818237378}",20,0,-96.70963865454232,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
255,False,"{'a': 0.001, 'e': 0.775691802046476}",20,5,-110.0036275972735,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 2}",1
256,False,"{'a': 0.001, 'e': 0.774916497961081}",20,0,-81.16608152616486,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
257,False,"{'a': 0.001, 'e': 0.7741419687922484}",20,0,-41.16258986907458,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
258,False,"{'a': 0.001, 'e': 0.7733682137654491}",20,0,-143.9827220422169,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
259,False,"{'a': 0.001, 'e': 0.772595232106928}",35,0,-181.647475297019,"{0: 16, 1: 9, 2: 8, 3: 0, 4: 2}",0
260,False,"{'a': 0.001, 'e': 0.7718230230437034}",30,0,-169.43356214606885,"{0: 15, 1: 5, 2: 8, 3: 0, 4: 2}",0
261,False,"{'a': 0.001, 'e': 0.7710515858035663}",30,0,-68.82651282736764,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
262,False,"{'a': 0.001, 'e': 0.7702809196150792}",30,0,-159.18447036290505,"{0: 15, 1: 6, 2: 7, 3: 0, 4: 2}",0
263,False,"{'a': 0.001, 'e': 0.7695110237075758}",25,0,-92.64083543445324,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
264,False,"{'a': 0.001, 'e': 0.7687418973111603}",25,0,-72.739204172034,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
265,False,"{'a': 0.001, 'e': 0.7679735396567061}",20,0,-70.11334325175278,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
266,False,"{'a': 0.001, 'e': 0.7672059499758557}",20,0,-99.00226882720482,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
267,False,"{'a': 0.001, 'e': 0.7664391275010192}",30,0,-146.15237479548227,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
268,False,"{'a': 0.001, 'e': 0.7656730714653739}",20,0,-43.00424716357287,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
269,False,"{'a': 0.001, 'e': 0.764907781102864}",25,0,-118.4586647752333,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
270,False,"{'a': 0.001, 'e': 0.764143255648199}",20,0,-103.321198181634,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
271,False,"{'a': 0.001, 'e': 0.7633794943368531}",20,0,-203.234288099973,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
272,False,"{'a': 0.001, 'e': 0.7626164964050653}",30,0,-165.44777371669767,"{0: 20, 1: 0, 2: 7, 3: 0, 4: 3}",0
273,False,"{'a': 0.001, 'e': 0.7618542610898376}",20,0,-111.40683402080715,"{0: 9, 1: 1, 2: 8, 3: 2, 4: 0}",0
274,False,"{'a': 0.001, 'e': 0.7610927876289343}",30,0,-149.46565863857498,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
275,False,"{'a': 0.001, 'e': 0.7603320752608821}",30,0,-125.93679458159274,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
276,False,"{'a': 0.001, 'e': 0.7595721232249685}",35,0,-112.63588621128542,"{0: 22, 1: 5, 2: 5, 3: 3, 4: 0}",0
277,False,"{'a': 0.001, 'e': 0.7588129307612413}",20,0,-150.8969192651888,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
278,False,"{'a': 0.001, 'e': 0.7580544971105083}",25,0,-20.955283172745837,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
279,False,"{'a': 0.001, 'e': 0.7572968215143355}",25,0,-58.02041657239872,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
280,False,"{'a': 0.001, 'e': 0.7565399032150474}",25,0,-154.53002068216148,"{0: 13, 1: 7, 2: 2, 3: 0, 4: 3}",0
281,False,"{'a': 0.001, 'e': 0.7557837414557255}",25,15,-55.71639585882154,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
282,False,"{'a': 0.001, 'e': 0.755028335480208}",20,0,-116.95822055402283,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
283,False,"{'a': 0.001, 'e': 0.754273684533089}",25,0,-107.37437827397378,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
284,False,"{'a': 0.001, 'e': 0.7535197878597172}",30,0,-58.86716192340254,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
285,False,"{'a': 0.001, 'e': 0.7527666447061963}",25,0,-130.49484590308097,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
286,False,"{'a': 0.001, 'e': 0.7520142543193826}",20,0,-52.03557518232075,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
287,False,"{'a': 0.001, 'e': 0.751262615946886}",20,0,-49.53633478470048,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
288,False,"{'a': 0.001, 'e': 0.750511728837068}",25,1,-121.55059023881516,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 2}",1
289,False,"{'a': 0.001, 'e': 0.7497615922390413}",20,0,-90.99381661229009,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
290,False,"{'a': 0.001, 'e': 0.7490122054026693}",25,0,-179.04857279703435,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
291,False,"{'a': 0.001, 'e': 0.7482635675785653}",20,0,-98.98284461085761,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
292,False,"{'a': 0.001, 'e': 0.747515678018091}",20,0,-51.46041443213183,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
293,False,"{'a': 0.001, 'e': 0.7467685359733571}",25,0,-156.19565438851308,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
294,False,"{'a': 0.001, 'e': 0.7460221406972215}",20,0,-62.94658767931254,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
295,False,"{'a': 0.001, 'e': 0.7452764914432887}",20,2,-106.76249314572674,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
296,False,"{'a': 0.001, 'e': 0.7445315874659094}",25,0,-63.77371741996568,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
297,False,"{'a': 0.001, 'e': 0.7437874280201796}",30,0,-241.20212557265754,"{0: 14, 1: 5, 2: 7, 3: 0, 4: 4}",0
298,False,"{'a': 0.001, 'e': 0.7430440123619398}",20,0,-86.3104742102613,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
299,False,"{'a': 0.001, 'e': 0.7423013397477743}",20,0,-98.60969626331408,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
300,False,"{'a': 0.001, 'e': 0.7415594094350105}",20,0,-85.03901414995791,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
301,False,"{'a': 0.001, 'e': 0.7408182206817179}",30,0,-264.12244816591254,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 5}",0
302,False,"{'a': 0.001, 'e': 0.7400777727467076}",25,0,-148.08832037792368,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
303,False,"{'a': 0.001, 'e': 0.7393380648895319}",25,0,-136.32310266212653,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
304,False,"{'a': 0.001, 'e': 0.7385990963704826}",30,0,-216.6437888168624,"{0: 20, 1: 0, 2: 4, 3: 2, 4: 4}",0
305,False,"{'a': 0.001, 'e': 0.7378608664505911}",25,0,-99.83085269652057,"{0: 13, 1: 3, 2: 8, 3: 1, 4: 0}",0
306,False,"{'a': 0.001, 'e': 0.7371233743916278}",20,0,-109.59444159951396,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
307,False,"{'a': 0.001, 'e': 0.7363866194561001}",25,0,-238.0071574509372,"{0: 11, 1: 5, 2: 4, 3: 1, 4: 4}",0
308,False,"{'a': 0.001, 'e': 0.7356506009072533}",30,0,-245.40756306217187,"{0: 14, 1: 6, 2: 5, 3: 1, 4: 4}",0
309,False,"{'a': 0.001, 'e': 0.7349153180090687}",30,0,-74.98138039400287,"{0: 20, 1: 6, 2: 3, 3: 0, 4: 1}",0
310,False,"{'a': 0.001, 'e': 0.7341807700262634}",20,0,-65.77658018175273,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
311,False,"{'a': 0.001, 'e': 0.7334469562242892}",20,0,-155.0761722137777,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
312,False,"{'a': 0.001, 'e': 0.7327138758693325}",25,0,-144.8713437892561,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
313,False,"{'a': 0.001, 'e': 0.7319815282283126}",20,0,-59.8207863136937,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
314,False,"{'a': 0.001, 'e': 0.731249912568882}",25,0,-134.89793865925324,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
315,False,"{'a': 0.001, 'e': 0.7305190281594249}",25,0,-113.19008160520005,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
316,False,"{'a': 0.001, 'e': 0.7297888742690568}",25,0,-53.74907513445482,"{0: 14, 1: 7, 2: 4, 3: 0, 4: 0}",0
317,False,"{'a': 0.001, 'e': 0.7290594501676237}",20,0,-110.76122536833076,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
318,False,"{'a': 0.001, 'e': 0.7283307551257017}",25,0,-146.20634891247641,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
319,False,"{'a': 0.001, 'e': 0.7276027884145955}",20,12,-16.944692255094594,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
320,False,"{'a': 0.001, 'e': 0.7268755493063382}",20,0,-97.52378439878498,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
321,False,"{'a': 0.001, 'e': 0.7261490370736909}",25,0,-216.28352078592113,"{0: 11, 1: 4, 2: 5, 3: 2, 4: 3}",0
322,False,"{'a': 0.001, 'e': 0.7254232509901412}",25,0,-45.514936193836476,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
323,False,"{'a': 0.001, 'e': 0.7246981903299029}",20,0,-45.4067401439115,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
324,False,"{'a': 0.001, 'e': 0.7239738543679153}",20,0,-108.53145626674373,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
325,False,"{'a': 0.001, 'e': 0.7232502423798424}",20,0,-60.596140127892454,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
326,False,"{'a': 0.001, 'e': 0.7225273536420722}",20,0,-144.30190957894195,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",1
327,False,"{'a': 0.001, 'e': 0.7218051874317158}",20,11,-46.239332744385955,"{0: 5, 1: 0, 2: 3, 3: 1, 4: 0}",1
328,False,"{'a': 0.001, 'e': 0.721083743026607}",20,0,-102.09158716357722,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
329,False,"{'a': 0.001, 'e': 0.7203630197053014}",25,0,-174.79295150382814,"{0: 14, 1: 0, 2: 7, 3: 2, 4: 2}",0
330,False,"{'a': 0.001, 'e': 0.7196430167470754}",25,0,-86.2969063446087,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
331,False,"{'a': 0.001, 'e': 0.7189237334319262}",30,0,-180.8850264220044,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
332,False,"{'a': 0.001, 'e': 0.7182051690405703}",20,11,-22.10882884970547,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
333,False,"{'a': 0.001, 'e': 0.7174873228544433}",20,11,-40.667010602959984,"{0: 4, 1: 3, 2: 1, 3: 1, 4: 0}",1
334,False,"{'a': 0.001, 'e': 0.716770194155699}",20,0,-53.79829882440295,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
335,False,"{'a': 0.001, 'e': 0.7160537822272085}",30,0,-76.16872693688043,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
336,False,"{'a': 0.001, 'e': 0.7153380863525599}",25,0,-174.8607563132748,"{0: 11, 1: 4, 2: 7, 3: 1, 4: 2}",0
337,False,"{'a': 0.001, 'e': 0.7146231058160573}",35,0,-170.32153228165913,"{0: 20, 1: 4, 2: 8, 3: 1, 4: 2}",0
338,False,"{'a': 0.001, 'e': 0.71390883990272}",25,0,-38.384432756694665,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
339,False,"{'a': 0.001, 'e': 0.7131952878982822}",30,5,-190.77749299443147,"{0: 10, 1: 3, 2: 9, 3: 1, 4: 2}",1
340,False,"{'a': 0.001, 'e': 0.7124824490891918}",20,0,-109.52448853061568,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
341,False,"{'a': 0.001, 'e': 0.7117703227626097}",25,0,-64.0578681350143,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
342,False,"{'a': 0.001, 'e': 0.7110589082064097}",20,0,-98.34448981970831,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
343,False,"{'a': 0.001, 'e': 0.7103482047091773}",25,0,-128.3226842306942,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
344,False,"{'a': 0.001, 'e': 0.7096382115602087}",20,9,-69.02418881800901,"{0: 5, 1: 3, 2: 2, 3: 0, 4: 1}",1
345,False,"{'a': 0.001, 'e': 0.7089289280495107}",20,0,-28.88114663032414,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
346,False,"{'a': 0.001, 'e': 0.7082203534678}",30,0,-232.0077989519948,"{0: 14, 1: 4, 2: 7, 3: 2, 4: 3}",0
347,False,"{'a': 0.001, 'e': 0.7075124871065017}",20,0,-168.85178168879375,"{0: 8, 1: 4, 2: 4, 3: 2, 4: 2}",0
348,False,"{'a': 0.001, 'e': 0.7068053282577494}",20,0,-96.4189945205992,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
349,False,"{'a': 0.001, 'e': 0.7060988762143844}",30,0,-94.33809432458376,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
350,False,"{'a': 0.001, 'e': 0.7053931302699543}",25,0,-125.4712865490942,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
351,False,"{'a': 0.001, 'e': 0.7046880897187134}",20,8,-65.59207436780153,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
352,False,"{'a': 0.001, 'e': 0.7039837538556208}",20,0,-44.367774147898025,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
353,False,"{'a': 0.001, 'e': 0.7032801219763409}",20,0,-42.70701661446259,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
354,False,"{'a': 0.001, 'e': 0.7025771933772416}",20,0,-57.936986678055135,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
355,False,"{'a': 0.001, 'e': 0.701874967355394}",20,0,-91.80588008562569,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
356,False,"{'a': 0.001, 'e': 0.7011734432085724}",30,0,-125.92468718004248,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
357,False,"{'a': 0.001, 'e': 0.7004726202352524}",20,0,-105.61500532319569,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
